"국내 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,,,
number,origin_time,magnitude,depth,최대,latitude,longitude,location,map,details
1061,2018-04-24 5:20,2.5,10,,37.06 N,125.92 E,인천 옹진군 덕적도 남서쪽 27km 해역,지도,-
1060,2018-04-23 13:10,2.4,17,,33.21 N,126.40 E,제주 서귀포시 서남서쪽 16km 해역,지도,-
1059,2018-04-23 4:31,2.3,-,,41.35 N,129.12 E,북한 함경북도 길주 북북서쪽 47km 지역,지도,-
1058,2018-04-09 12:15,2.4,16,,35.76 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
1057,2018-04-06 21:09,2.6,24,,36.08 N,129.82 E,경북 포항시 북구 동쪽 41km 해역,지도,-
1056,2018-03-31 0:20,2,8,,36.10 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,지도,-
1055,2018-03-26 9:40,2.7,-,,37.78 N,124.84 E,인천 옹진군 백령도 남동쪽 24km 해역,지도,-
1054,2018-03-16 18:02,2.7,12,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
1053,2018-03-16 0:23,2,6,,36.98 N,128.42 E,충북 단양군 동남동쪽 5km 지역,지도,-
1052,2018-03-10 1:31,2.8,6,,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역,지도,-
1051,2018-03-09 18:05,2.2,7,,36.95 N,126.45 E,충남 서산시 북쪽 18km 지역,지도,-
1050,2018-03-08 23:38,2,17,,35.31 N,127.32 E,전남 곡성군 북동쪽 4km 지역,지도,-
1049,2018-03-08 23:16,2,15,,35.30 N,127.33 E,전남 곡성군 동북동쪽 4km 지역,지도,-
1048,2018-03-04 0:52,2.6,9,,38.13 N,130.33 E,경북 울릉군 북서쪽 88km 해역,지도,-
1047,2018-02-27 13:14,2.4,13,,37.09 N,124.87 E,충남 태안군 서격렬비도 북서쪽 80km 해역,지도,-
1046,2018-02-26 11:06,2.5,6,,34.52 N,125.32 E,전남 신안군 흑산면 남서쪽 20km 해역,지도,-
1045,2018-02-26 2:23,2.4,16,,33.97 N,126.87 E,전남 완도군 남남동쪽 39km 해역,지도,-
1044,2018-02-18 3:34,2.4,9,,36.07 N,129.33 E,경북 포항시 북구 북서쪽 4km 지역,지도,-
1043,2018-02-17 23:38,2.2,10,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
1042,2018-02-17 21:31,2.6,8,,36.09 N,129.33 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
1041,2018-02-17 18:35,2,12,,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역,지도,-
1040,2018-02-14 2:14,2.3,8,,37.80 N,125.38 E,북한 황해남도 옹진 남쪽 14km 해역,지도,-
1039,2018-02-13 10:32,2.5,10,,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역,지도,-
1038,2018-02-13 6:30,2.6,9,,36.07 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,지도,-
1037,2018-02-11 12:49,2.4,16,,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,지도,-
1036,2018-02-11 12:14,2.1,9,,36.08 N,129.32 E,경북 포항시 북구 북서쪽 6km 지역,지도,-
1035,2018-02-11 8:11,2.1,13,,36.08 N,129.34 E,경북 포항시 북구 북북서쪽 5km 지역,지도,-
1034,2018-02-11 5:38,2.1,10,,36.09 N,129.32 E,경북 포항시 북구 북서쪽 7km 지역,지도,-
1033,2018-02-11 5:18,2.1,8,,36.07 N,129.32 E,경북 포항시 북구 북서쪽 5km 지역,지도,-
1032,2018-02-11 5:14,2.2,10,,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,지도,-
1031,2018-02-11 5:12,2.2,11,,36.07 N,129.34 E,경북 포항시 북구 북서쪽 4km 지역,지도,-
1030,2018-02-11 5:07,2.5,12,,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,지도,-
1029,2018-02-11 5:03,4.6,14,,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,지도,-
1028,2018-02-10 1:32,2.4,10,,36.60 N,125.76 E,충남 태안군 서격렬비도 동쪽 20km 해역,지도,-
1027,2018-02-09 0:43,2.5,-,,33.92 N,125.22 E,전남 신안군 흑산면 남남서쪽 85km 해역,지도,-
1026,2018-02-08 9:56,2.7,9,,35.10 N,124.99 E,전남 신안군 흑산면 북서쪽 67km 해역,지도,-
1025,2018-02-08 6:46,2.7,-,,41.32 N,129.09 E,북한 함경북도 길주 북북서쪽 45km 지역,지도,-
1024,2018-02-06 19:53,2.6,-,,41.33 N,129.10 E,북한 함경북도 길주 북북서쪽 46Km 지역,지도,-
1023,2018-02-06 9:18,2.5,12,,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,지도,-
1022,2018-02-04 22:20,2.3,8,,36.06 N,129.31 E,경북 포항시 북구 서북서쪽 5km 지역,지도,-
1021,2018-02-04 18:50,2.8,14,,36.37 N,127.62 E,충북 옥천군 북북동쪽 8km 지역,지도,-
1020,2018-02-04 15:43,2.1,7,,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,지도,-
1019,2018-02-03 12:35,2.6,19,,33.77 N,127.40 E,전남 여수시 거문도 남남동쪽 30km 해역,지도,-
1018,2018-02-03 11:12,2,6,,36.14 N,129.36 E,경북 포항시 북구 북쪽 11km 지역,지도,-
1017,2018-02-02 12:21,2.9,9,,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역,지도,-
1016,2018-01-28 20:07,3.2,6,,40.24 N,127.30 E,북한 함경남도 장진 남남동쪽 16km 지역,지도,-
1015,2018-01-24 1:25,2.4,16,,34.32 N,127.32 E,전남 여수시 거문도 북쪽 32km 해역,지도,-
1014,2018-01-10 18:42,2,20,,36.26 N,127.34 E,대전 서구 남남서쪽 12km 지역,지도,-
1013,2018-01-09 16:17,2.1,20,,33.98 N,127.11 E,전남 여수시 거문도 서남서쪽 19km 해역,지도,-
1012,2018-01-06 2:47,2.2,12,,37.71 N,125.94 E,북한 황해남도 해주 남남동쪽 42km 해역,지도,-
1011,2018-01-01 19:11,2,8,,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,지도,-
1010,2018-01-01 18:35,2.1,-,,38.33 N,126.16 E,북한 황해북도 평산 서쪽 20km 지역,지도,-
1009,2017-12-30 19:44,2,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
1008,2017-12-29 17:40,2.1,10,,36.11 N,129.34 E,경북 포항시 북구 북북서쪽 8km 지역,지도,-
1007,2017-12-27 19:42,2.3,8,,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,지도,-
1006,2017-12-27 19:27,2.8,8,,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,지도,-
1005,2017-12-26 4:05,2.2,6,,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역,지도,-
1004,2017-12-25 16:32,2.1,8,,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,지도,-
1003,2017-12-25 16:19,3.5,10,,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,지도,-
1002,2017-12-22 12:35,2.2,-,,39.31 N,127.15 E,북한 함경남도 고원 남남서쪽 15km 지역,지도,-
1001,2017-12-21 12:01,2,5,,36.72 N,128.01 E,경북 문경시 북서쪽 21km 지역,지도,-
1000,2017-12-20 19:22,2.3,18,,36.09 N,125.64 E,충남 태안군 서격렬비도 남쪽 57km 해역,지도,-
999,2017-12-19 13:34,2.1,7,,35.77 N,129.42 E,경북 경주시 동남동쪽 20km 지역,지도,-
998,2017-12-12 10:06,2.5,-,,38.32 N,126.18 E,북한 황해북도 평산 서쪽 19km 지역,지도,-
997,2017-12-09 16:15,2.3,23,,35.61 N,129.99 E,울산 동구 동북동쪽 54km 해역,지도,-
996,2017-12-09 15:40,2.8,-,,41.31 N,129.11 E,북한 함경북도 길주 북북서쪽 43km 지역,지도,-
995,2017-12-09 15:13,3,16,,41.32 N,129.10 E,북한 함경북도 길주 북북서쪽 45km 지역,지도,-
994,2017-12-09 2:39,2.3,9,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
993,2017-12-09 1:49,2.2,8,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
992,2017-12-05 23:40,2.7,-,,41.32 N,129.13 E,북한 함경북도 길주 북북서쪽 44km 지역,지도,-
991,2017-12-05 21:19,2.1,11,,36.02 N,129.45 E,경북 포항시 남구 동쪽 9km 해역,지도,-
990,2017-12-04 21:55,2.5,21,,33.42 N,127.15 E,제주 서귀포시 성산 동쪽 25km 해역,지도,-
989,2017-12-03 1:13,2.1,13,,36.75 N,128.82 E,경북 안동시 북북동쪽 22km 지역,지도,-
988,2017-12-02 7:45,2.5,-,,41.32 N,129.20 E,북한 함경북도 길주 북북서쪽 43km 지역,지도,-
987,2017-12-01 16:23,2.7,8,,33.24 N,127.32 E,제주 서귀포시 성산 동남동쪽 44km 해역,지도,-
986,2017-12-01 8:03,2.4,7,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
985,2017-11-26 3:13,2.9,13,,36.69 N,124.65 E,충남 태안군 서격렬비도 서쪽 79km 해역,지도,-
984,2017-11-25 14:10,2.3,8,,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역,지도,-
983,2017-11-25 12:51,2,8,,36.10 N,129.35 E,경북 포항시 북구 북쪽 7km 지역,지도,-
982,2017-11-24 21:27,2.3,13,,34.05 N,125.57 E,전남 신안군 흑산면 남쪽 68km 해역,지도,-
981,2017-11-24 1:17,2.3,8,,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역,지도,-
980,2017-11-24 0:29,2.6,-,,37.23 N,125.04 E,인천 옹진군 연평도 남서쪽 76km 해역,지도,-
979,2017-11-23 23:27,2.3,14,,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역,지도,-
978,2017-11-22 22:15,2,8,,36.12 N,129.35 E,경북 포항시 북구 북쪽 9km 지역,지도,-
977,2017-11-22 12:41,2.5,8,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
976,2017-11-21 9:53,2.4,-,,36.11 N,129.33 E,경북 포항시 북구 북북서쪽 8km 지역,지도,-
975,2017-11-21 8:57,2.1,9,,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 5km 지역,지도,-
974,2017-11-21 5:58,2,13,,36.09 N,129.35 E,경북 포항시 북구 북쪽 6km 지역,지도,-
973,2017-11-20 6:05,3.6,12,,36.14 N,129.36 E,경북 포항시 북구 북쪽 11km 지역,지도,-
972,2017-11-19 23:45,3.5,9,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역,지도,-
971,2017-11-19 6:40,2.2,11,,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
970,2017-11-19 5:07,2.1,8,,36.12 N,129.38 E,경북 포항시 북구 북쪽 9km 지역,지도,-
969,2017-11-19 3:33,2.4,12,,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
968,2017-11-19 1:18,2,8,,36.11 N,129.34 E,경북 포항시 북구 북북서쪽 8km 지역,지도,-
967,2017-11-17 18:57,2.6,12,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
966,2017-11-17 8:25,2.1,11,,36.12 N,129.37 E,경북 포항시 북구 북쪽 8km지역,지도,-
965,2017-11-17 1:17,2.1,11,,36.08 N,129.33 E,경북 포항시 북구 북북서쪽 6km지역,지도,-
964,2017-11-16 19:05,2.4,9,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km지역,지도,-
963,2017-11-16 17:32,2.2,8,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km지역,지도,-
962,2017-11-16 17:31,2,8,,36.11 N,129.37 E,경북 포항시 북구 북쪽 7km지역,지도,-
961,2017-11-16 16:48,2.4,12,,36.12 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,지도,-
960,2017-11-16 14:31,2,10,,36.10 N,129.34 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
959,2017-11-16 14:04,2.3,7,,36.13 N,129.37 E,경북 포항시 북구 북쪽 10km 지역,지도,-
958,2017-11-16 10:37,2.3,11,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
957,2017-11-16 9:47,2.1,11,,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역,지도,-
956,2017-11-16 9:02,3.6,8,,36.12 N,129.37 E,경북 포항시 북구 북쪽 8km 지역,지도,-
955,2017-11-16 5:54,2.5,10,,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
954,2017-11-16 5:03,2,8,,36.08 N,129.34 E,경북 포항시 북구 북북서쪽 5km 지역,지도,-
953,2017-11-16 2:37,2.3,8,,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역,지도,-
952,2017-11-16 1:36,2.5,13,,36.14 N,129.36 E,경북 포항시 북구 북쪽 10km 지역,지도,-
951,2017-11-16 1:23,2.1,11,,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
950,2017-11-16 0:38,2,9,,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
949,2017-11-16 0:21,2.4,8,,36.14 N,129.35 E,경북 포항시 북구 북쪽 10km 지역,지도,-
948,2017-11-15 23:18,2.1,10,,36.13 N,129.38 E,경북 포항시 북구 북쪽 10km 지역,지도,-
947,2017-11-15 23:05,2,12,,36.10 N,129.36 E,경북 포항시 북구 북쪽 6km 지역,지도,-
946,2017-11-15 22:43,2.1,10,,36.10 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,지도,-
945,2017-11-15 22:24,2.1,7,,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역,지도,-
944,2017-11-15 21:59,2.1,7,,36.14 N,129.36 E,경북 포항시 북구 북쪽 10km 지역,지도,-
943,2017-11-15 21:35,2,10,,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,지도,-
942,2017-11-15 20:54,2.4,10,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
941,2017-11-15 18:59,2.1,9,,36.11 N,129.35 E,경북 포항시 북구 북쪽 8km 지역,지도,-
940,2017-11-15 18:58,2.2,8,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
939,2017-11-15 18:57,2.3,8,,36.11 N,129.35 E,경북 포항시 북구 북북서쪽 8km 지역,지도,-
938,2017-11-15 18:51,2,11,,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역,지도,-
937,2017-11-15 18:48,2.1,5,,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역,지도,-
936,2017-11-15 18:41,2.1,11,,36.09 N,129.32 E,경북 포항시 북구 북서쪽 6km 지역,지도,-
935,2017-11-15 17:42,2.2,10,,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역,지도,-
934,2017-11-15 17:11,2.8,-,,36.08 N,129.31 E,경북 포항시 북구 북서쪽 7km 지역,지도,-
933,2017-11-15 16:57,2.2,7,,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역,지도,-
932,2017-11-15 16:49,4.3,10,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역,지도,-
931,2017-11-15 16:18,2,6,,36.14 N,129.36 E,경북 포항시 북구 북쪽 11km 지역,지도,-
930,2017-11-15 16:16,2.4,8,,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
929,2017-11-15 16:11,2.9,12,,36.13 N,129.36 E,경북 포항시 북구 북쪽 10km 지역,지도,-
928,2017-11-15 15:55,2.2,10,,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역,지도,-
927,2017-11-15 15:36,2.3,7,,36.09 N,129.33 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
926,2017-11-15 15:23,2.6,11,,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
925,2017-11-15 15:19,2.4,11,,36.14 N,129.38 E,경북 포항시 북구 북쪽 11km 지역,지도,-
924,2017-11-15 15:14,2.5,9,,36.11 N,129.35 E,경북 포항시 북구 북쪽 8km 지역,지도,-
923,2017-11-15 15:09,3.5,8,,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 6km 지역,지도,-
922,2017-11-15 15:00,2.9,8,,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역,지도,-
921,2017-11-15 14:58,2.9,-,,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역,지도,-
920,2017-11-15 14:56,2.8,12,,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,지도,-
919,2017-11-15 14:52,2.4,9,,36.11 N,129.35 E,경북 포항시 북구 북쪽 8km 지역,지도,-
918,2017-11-15 14:50,2.4,8,,36.10 N,129.36 E,경북 포항시 북구 북쪽 6km 지역,지도,-
917,2017-11-15 14:46,2.5,6,,36.12 N,129.39 E,경북 포항시 북구 북북동쪽 9km 지역,지도,-
916,2017-11-15 14:32,3.6,8,,36.10 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,지도,-
915,2017-11-15 14:29,5.4,7,,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역,지도,-
914,2017-11-15 14:22,2.6,-,,36.08 N,129.31 E,경북 포항시 북구 북서쪽 7km 지역,지도,-
913,2017-11-15 14:22,2.2,8,,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,지도,-
912,2017-11-14 2:17,2.7,-,,37.29 N,124.82 E,인천 백령도 남쪽 75km 해역,지도,-
911,2017-11-11 17:18,2.2,18,,34.84 N,127.46 E,전남 순천시 남남서쪽 13km 해역,지도,-
910,2017-11-09 13:29,2,16,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
909,2017-11-08 17:52,2,9,,35.16 N,128.57 E,경남 창원 마산합포구 남쪽 4km 지역,지도,-
908,2017-11-08 9:35,2.5,13,,33.05 N,126.20 E,제주 제주시 고산 남쪽 28km 해역,지도,-
907,2017-10-30 11:02,2.1,10,,36.42 N,126.48 E,충남 보령시 북서쪽 15km 해역,지도,-
906,2017-10-29 2:14,2.2,12,,34.39 N,127.34 E,전남 고흥군 남남동쪽 25km 해역,지도,-
905,2017-10-21 13:11,2.7,12,,33.63 N,126.05 E,제주 제주시 고산 북북서쪽 39km 해역,지도,-
904,2017-10-20 12:20,2.2,10,,38.44 N,126.16 E,북한 황해북도 평산 서북서쪽 24km 지역,지도,-
903,2017-10-20 6:41,2,13,,35.90 N,127.54 E,전북 진안군 북동쪽 15km 지역,지도,-
902,2017-10-18 4:56,2.6,16,,36.59 N,129.45 E,경북 영덕군 북북동쪽 20km 해역,지도,-
901,2017-10-16 15:51,2.5,14,,35.79 N,129.19 E,경북 경주시 남남서쪽 6km 지역,지도,-
900,2017-10-16 6:08,2.8,18,,33.86 N,125.30 E,전남 신안군 흑산면 남쪽 89km 해역,지도,-
899,2017-10-13 1:41,2.7,-,,41.39 N,129.03 E,북한 함경북도 길주 북북서쪽 54km 지역,지도,-
898,2017-10-08 12:18,2.8,16,,34.84 N,127.25 E,전남 보성군 동북동쪽 17km 지역,지도,-
897,2017-10-04 12:10,2.1,11,,36.16 N,127.13 E,충남 논산시 남동쪽 4km 지역,지도,-
896,2017-10-04 2:11,2.4,22,,35.56 N,129.88 E,울산 동구 동쪽 42km 해역,지도,-
895,2017-09-30 15:34,2.5,18,,33.42 N,127.15 E,제주 서귀포시 성산 동쪽 25km 해역,지도,-
894,2017-09-23 17:29,3.2,-,,41.35 N,129.06 E,북한 함경북도 길주 북북서쪽 49km 지역,지도,-
893,2017-09-23 13:43,2.6,-,,41.35 N,129.06 E,북한 함경북도 길주 북북서쪽 49km 지역,지도,-
892,2017-09-16 1:34,2.2,19,,34.25 N,127.13 E,전남 여수시 거문도 북서쪽 29km 해역,지도,-
891,2017-09-11 17:25,3.2,-,,35.29 N,124.16 E,전남 신안군 흑산면 서북서쪽 139km 해역,지도,-
890,2017-09-07 14:58,2.9,19,,37.60 N,125.34 E,인천 옹진군 연평도 서남서쪽 33km 해역,지도,-
889,2017-09-01 5:57,2.1,18,,36.42 N,127.21 E,충남 공주시 동남동쪽 9km 지역,지도,-
888,2017-08-29 22:06,2.4,7,,35.31 N,125.36 E,전남 영광군 안마도 서쪽 61km 해역,지도,-
887,2017-08-21 1:30,2.1,-,,38.82 N,126.13 E,북한 평양 동남동쪽 39km 지역,지도,-
886,2017-08-16 0:35,2.5,-,,38.73 N,125.69 E,북한 황해북도 송림 동쪽 5km 지역,지도,-
885,2017-08-15 21:32,2.6,-,,38.73 N,125.67 E,북한 황해북도 송림 동쪽 3km 지역,지도,-
884,2017-08-09 13:53,2.7,12,,33.87 N,125.52 E,전남 신안군 흑산면 남쪽 87km 해역,지도,-
883,2017-08-07 20:53,2.6,-,,38.70 N,125.63 E,북한 황해북도 송림 남남서쪽 4km 지역,지도,-
882,2017-07-20 14:38,2,11,,37.39 N,129.54 E,강원 삼척시 동남동쪽 33km 해역,지도,-
881,2017-07-19 10:23,2.2,28,,33.77 N,126.12 E,제주 제주시 북서쪽 48km 해역,지도,-
880,2017-07-18 10:31,2.7,16,,37.69 N,126.19 E,인천 강화군 서남서쪽 27km 해역,지도,-
879,2017-07-09 3:43,2.1,18,,33.51 N,125.73 E,제주 제주시 고산 서북서쪽 47km 해역,지도,-
878,2017-07-08 23:45,2.8,-,,40.40 N,127.29 E,북한 함경남도 장진 동북동쪽 5km 지역,지도,-
877,2017-07-06 6:00,2.4,6,,36.00 N,127.94 E,경북 김천시 남서쪽 22km 지역,지도,-
876,2017-07-05 19:17,2.5,5,,35.99 N,127.97 E,경북 김천시 남서쪽 21km 지역,지도,-
875,2017-06-28 13:00,2.7,-,,40.00 N,125.81 E,북한 평안북도 영변 북쪽 22km 지역,지도,-
874,2017-06-27 20:17,2,15,,35.77 N,129.20 E,경북 경주시 남남서쪽 8km 지역,지도,-
873,2017-06-20 11:02,2,12,,35.85 N,129.08 E,경북 경주시 서쪽 12km 지역,지도,-
872,2017-06-17 14:30,2.3,21,,33.38 N,127.21 E,제주 서귀포시 성산 동쪽 30km 해역,지도,-
871,2017-06-15 16:56,2.4,13,,36.54 N,125.07 E,충남 태안군 서격렬비도 서쪽 42km 해역,지도,-
870,2017-06-14 2:43,2.2,6,,38.34 N,126.14 E,북한 황해북도 평산 서쪽 22km 지역,지도,-
869,2017-06-13 8:01,2.1,17,,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역,지도,-
868,2017-06-11 20:31,2.5,14,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
867,2017-06-11 18:16,2,12,,37.28 N,129.21 E,강원 삼척시 남남동쪽 19km 지역,지도,-
866,2017-06-04 5:16,2.1,18,,36.83 N,128.10 E,충북 충주시 남동쪽 24km 지역,지도,-
865,2017-05-28 15:47,2.7,21,,35.67 N,129.56 E,울산 북구 동북동쪽 20km 해역,지도,-
864,2017-05-25 11:20,3,24,,36.96 N,124.40 E,충남 태안군 서격렬비도 서북서쪽 109km 해역,지도,-
863,2017-05-20 22:29,2.9,15,,37.73 N,129.62 E,강원 동해시 동북동쪽 50km 해역,지도,-
862,2017-05-20 16:29,2,12,,35.92 N,128.27 E,경북 성주군 북서쪽 1km 지역,지도,-
861,2017-05-16 23:29,2.2,6,,36.60 N,128.92 E,경북 안동시 동북동쪽 17km 지역,지도,-
860,2017-05-16 20:06,2.1,-,,36.85 N,124.55 E,충남 태안군 서격렬비도 서북서쪽 92km 해역,지도,-
859,2017-05-13 18:37,2.8,15,,36.61 N,129.44 E,경북 영덕군 북북동쪽 23km 해역,지도,-
858,2017-05-10 22:31,2.1,16,,36.61 N,129.45 E,경북 영덕군 북북동쪽 23km 해역,지도,-
857,2017-05-10 14:06,2.5,19,,35.88 N,126.19 E,전북 부안군 위도 북북서쪽 32km 해역,지도,-
856,2017-05-05 23:16,3,11,,35.32 N,127.43 E,전남 구례군 북북서쪽 13km 지역,지도,-
855,2017-05-05 0:02,2,15,,36.73 N,128.10 E,경북 문경시 북북서쪽 18km 지역,지도,-
854,2017-05-04 21:46,2.4,14,,36.74 N,128.10 E,경북 문경시 북북서쪽 18km 지역,지도,-
853,2017-05-04 1:08,2.6,16,,36.61 N,129.44 E,경북 영덕군 북북동쪽 22km 해역,지도,-
852,2017-04-28 11:19,2.1,13,,36.60 N,128.81 E,경북 안동시 동북동쪽 8km 지역,지도,-
851,2017-04-28 5:54,2.4,5,,33.33 N,127.85 E,제주 서귀포시 성산 동쪽 90km 해역,지도,-
850,2017-04-20 16:00,3.2,-,,33.77 N,127.28 E,전남 여수시 거문도 남쪽 29km 해역,지도,-
849,2017-04-18 17:36,2.1,12,,35.50 N,128.88 E,경남 밀양시 동쪽 12km 지역,지도,-
848,2017-04-18 1:17,2,16,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
847,2017-04-16 21:39,2.2,6,,36.70 N,125.18 E,충남 태안군 서격렬비도 서북서쪽 33km 해역,지도,-
846,2017-04-15 17:16,2,8,,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역,지도,-
845,2017-04-15 11:31,3.1,13,,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,지도,-
844,2017-04-15 5:41,2.2,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
843,2017-04-10 4:02,2.3,17,,35.16 N,128.77 E,경남 창원시 진해구 동북동쪽 6km 지역,지도,-
842,2017-04-09 14:12,2.4,5,,38.99 N,126.20 E,북한 평안남도 성천 남쪽 28km 지역,지도,-
841,2017-04-09 1:45,2.1,13,,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역,지도,-
840,2017-04-08 23:13,2.1,-,,38.72 N,125.61 E,북한 황해북도 송림 북북서쪽 2km 지역,지도,-
839,2017-04-08 18:20,2.7,11,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
838,2017-04-07 0:04,2,-,,35.97 N,127.80 E,전북 무주군 동남동쪽 13km 지역,지도,-
837,2017-04-04 23:25,2.2,21,,35.67 N,129.85 E,울산 동구 동북동쪽 43km 해역,지도,-
836,2017-04-01 16:04,2.2,16,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
835,2017-03-31 13:53,2.5,15,,35.78 N,129.20 E,경북 경주시 남남서쪽 6km 지역,지도,-
834,2017-03-31 13:46,3.3,17,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
833,2017-03-30 21:49,2,17,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
832,2017-03-28 15:45,2,16,,35.79 N,129.20 E,경북 경주시 남남서쪽 5km 지역,지도,-
831,2017-03-28 0:48,2.2,-,,37.17 N,125.48 E,인천 옹진군 연평도 남남서쪽 58km 해역,지도,-
830,2017-03-27 9:28,2,9,,35.21 N,126.95 E,광주 북구 북동쪽 5km 지역,지도,-
829,2017-03-21 23:19,2.4,-,,38.52 N,126.03 E,북한 황해북도 사리원 동쪽 23km 지역,지도,-
828,2017-03-19 3:01,2.9,14,,33.32 N,127.18 E,제주 서귀포시 성산 동남동쪽 29km 해역,지도,-
827,2017-03-14 5:41,2.1,22,,34.64 N,127.78 E,전남 여수시 남동쪽 17km 지역,지도,-
826,2017-03-09 2:24,2,22,,35.82 N,129.78 E,경북 포항시 남구 동남동쪽 43km 해역,지도,-
825,2017-03-07 6:53,2.6,-,,37.75 N,129.71 E,강원 동해시 동북동쪽 58km 해역,지도,-
