"국내 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,,,
number,origin_time,magnitude,depth,최대,latitude,longitude,location,map,details
824,2017-03-07 3:48,2.2,20,,36.30 N,128.23 E,경북 구미시 북북서쪽 23km 지역,지도,-
823,2017-03-06 6:21,2,-,,35.75 N,126.10 E,전북 부안군 위도 북서쪽 24km 해역,지도,-
822,2017-03-05 19:19,2.1,7,,37.77 N,129.70 E,강원 동해시 동북동쪽 58km 해역,지도,-
821,2017-03-05 15:09,2.1,9,,37.72 N,129.59 E,강원 동해시 동북동쪽 47km 해역,지도,-
820,2017-03-05 9:28,2.4,8,,37.74 N,129.69 E,강원 동해시 동북동쪽 56km 해역,지도,-
819,2017-03-05 9:18,3.2,13,,37.75 N,129.66 E,강원 동해시 동북동쪽 54km 해역,지도,-
818,2017-03-05 7:52,2.4,17,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역,지도,-
817,2017-03-04 6:33,2.3,7,,35.99 N,127.95 E,경북 김천시 남서쪽 22km 지역,지도,-
816,2017-02-25 6:59,2.4,15,,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역,지도,-
815,2017-02-25 6:58,2.2,19,,35.74 N,129.17 E,경북 경주시 남남서쪽 12km 지역,지도,-
814,2017-02-24 12:29,2.5,8,,38.89 N,126.09 E,북한 평양 동남동쪽 33km 지역,지도,-
813,2017-02-24 11:34,2.3,14,,36.38 N,127.79 E,충북 옥천군 동북동쪽 21km 지역,지도,-
812,2017-02-23 21:03,3.1,7,,37.40 N,124.89 E,인천 백령도 남남동쪽 64km 해역,지도,-
811,2017-02-22 13:08,2.1,14,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
810,2017-02-21 3:21,2.1,14,,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역,지도,-
809,2017-02-18 20:58,2.4,17,,35.23 N,126.94 E,광주 북구 북북동쪽 7km 지역,지도,-
808,2017-02-18 16:53,2,15,,33.23 N,126.18 E,제주 서귀포시 서쪽 35km 해역,지도,-
807,2017-02-16 18:20,2.3,17,,35.64 N,128.09 E,경남 합천군 북서쪽 11km 지역,지도,-
806,2017-02-16 2:34,2.9,15,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
805,2017-02-12 9:22,2.3,22,,35.69 N,129.58 E,울산 북구 동북동쪽 23km 해역,지도,-
804,2017-02-10 18:01,2.6,-,,38.54 N,125.84 E,북한 황해북도 사리원 동북동쪽 8km 지역,지도,-
803,2017-02-10 5:22,2.2,20,,35.65 N,129.57 E,울산 북구 동북동쪽 20km 해역,지도,-
802,2017-02-05 20:06,2.6,-,,39.61 N,127.64 E,북한 함경남도 함흥 남남동쪽 34km 해역,지도,-
801,2017-02-05 19:07,2.5,21,,33.61 N,126.73 E,제주 제주시 동북동쪽 22km 해역,지도,-
800,2017-01-29 13:45,2.6,8,,38.70 N,127.16 E,북한 강원 평강 북북서쪽 34km 지역,지도,-
799,2017-01-26 22:53,2,-,,33.54 N,126.87 E,제주 제주시 동쪽 32km 해역,지도,-
798,2017-01-24 4:07,2.6,16,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
797,2017-01-21 3:27,2.6,15,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
796,2017-01-18 12:49,2.5,-,,35.02 N,125.06 E,전남 신안군 흑산면 북서쪽 56km 해역,지도,-
795,2017-01-17 16:06,2.8,6,,38.71 N,125.86 E,북한 황해북도 송림 동쪽 20km 지역,지도,-
794,2017-01-16 19:54,2.1,20,,36.33 N,126.59 E,충남 보령시 서쪽 2km 지역,지도,-
793,2017-01-16 6:57,2.7,21,,33.64 N,127.51 E,전남 여수시 거문도 남남동쪽 47km 해역,지도,-
792,2017-01-14 11:52,2.2,10,,35.17 N,127.79 E,경남 하동군 북북동쪽 12km 지역,지도,-
791,2017-01-11 0:10,2.1,20,,36.44 N,128.42 E,경북 의성군 서북서쪽 27km 지역,지도,-
790,2017-01-07 6:37,2.4,-,,38.69 N,125.73 E,북한 황해북도 송림 동남동쪽 10km 지역,지도,-
789,2017-01-06 5:33,2.2,12,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
788,2017-01-06 5:31,3.3,12,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역,지도,-
787,2017-01-04 5:00,2.5,18,,36.58 N,129.24 E,경북 영덕군 북북서쪽 22km 지역,지도,-
786,2016-12-31 8:01,2.6,-,,39.31 N,126.27 E,북한 평안남도 성천군 북북동쪽 9km 지역,지도,-
785,2016-12-30 15:04,2.5,10,,38.64 N,125.76 E,북한 황해북도 사리원시 북쪽 15km 지역,지도,-
784,2016-12-29 21:32,2.3,9,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역,지도,-
783,2016-12-29 5:53,2.6,6,,38.71 N,125.76 E,북한 황해북도 송림시 동남동쪽 11km 지역,지도,-
782,2016-12-25 6:29,2.5,11,,35.78 N,129.31 E,경북 경주시 남동쪽 11km 지역,지도,-
781,2016-12-25 1:59,2.4,17,,35.25 N,129.39 E,부산 기장군 동쪽 15km 해역,지도,-
780,2016-12-23 5:31,2.2,10,,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역,지도,-
779,2016-12-22 21:13,2.2,18,,34.45 N,128.54 E,경남 통영시 매물도 남쪽 22km 해역,지도,-
778,2016-12-15 17:14,2.1,14,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
777,2016-12-14 17:20,3.3,12,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
776,2016-12-14 10:05,2.1,12,,36.54 N,128.08 E,경북 상주시 북북서쪽 16km 지역,지도,-
775,2016-12-12 17:53,3.3,16,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
774,2016-12-12 4:46,2.2,13,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
773,2016-12-11 16:05,2.6,14,,36.07 N,125.57 E,충남 태안군 서격렬비도 남쪽 59km 해역,지도,-
772,2016-12-10 15:51,2,12,,37.63 N,129.68 E,강원 삼척시 동북동쪽 50km 해역,지도,-
771,2016-12-10 0:51,2.1,18,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
770,2016-12-09 11:30,2.4,8,,35.69 N,129.36 E,경북 경주시 남동쪽 21km 지역,지도,-
769,2016-12-07 22:34,2.4,-,,37.18 N,125.48 E,인천 옹진군 연평도 남남서쪽 57km 해역,지도,-
768,2016-12-05 7:42,2.1,21,,35.81 N,129.72 E,경북 포항시 남구 남동쪽 39km 해역,지도,-
767,2016-12-05 0:47,2.1,14,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
766,2016-12-02 4:45,2.1,14,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
765,2016-11-29 10:09,2.9,17,,33.40 N,125.72 E,제주 제주시 고산 서북서쪽 43km 해역,지도,-
764,2016-11-28 23:33,2.2,10,,38.49 N,126.14 E,북한 황해북도 평산군 북서쪽 28km 지역,지도,-
763,2016-11-28 20:57,2.4,18,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
762,2016-11-27 20:08,2.2,12,,36.02 N,127.39 E,충남 금산군 남서쪽 13km 지역,지도,-
761,2016-11-27 6:53,2.5,10,,36.34 N,127.33 E,대전 유성구 남서쪽 3km 지역,지도,-
760,2016-11-25 18:53,2.3,14,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역,지도,-
759,2016-11-19 3:29,2.1,14,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
758,2016-11-18 2:02,2,13,,35.51 N,128.09 E,경남 합천군 남서쪽 9km 지역,지도,-
757,2016-11-16 23:15,2.1,6,,34.86 N,125.08 E,전남 신안군 흑산면 서북서쪽 43km 해역,지도,-
756,2016-11-15 16:27,2,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
755,2016-11-15 12:22,2.5,9,,38.35 N,128.09 E,북한 강원도 금강군 남남동쪽 29km 지역,지도,-
754,2016-11-13 21:52,3.5,10,,36.36 N,126.63 E,충남 보령시 북북동쪽 4km 지역,지도,-
753,2016-11-13 2:27,2.3,-,,38.76 N,125.66 E,북한 황해북도 송림시 북동쪽 3km 지역,지도,-
752,2016-11-10 22:37,2.5,18,,36.46 N,129.89 E,경북 영덕군 동쪽 47km 해역,지도,-
751,2016-11-09 20:55,2.3,20,,36.55 N,129.60 E,경북 영덕군 북동쪽 26km 해역,지도,-
750,2016-11-06 6:26,3.5,12,,33.76 N,125.07 E,전남 신안군 흑산면 남남서쪽 106km 해역,지도,-
749,2016-11-03 23:35,2.6,16,,35.32 N,128.49 E,경남 함안군 북동쪽 9km 지역,지도,-
748,2016-11-03 10:36,2.3,11,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
747,2016-11-03 10:02,2.3,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
746,2016-11-03 3:46,2.1,14,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
745,2016-11-02 3:01,2.3,10,,33.53 N,126.88 E,제주 제주시 동쪽 33km 지역,지도,-
744,2016-10-25 19:57,2.4,8,,35.70 N,129.37 E,경북 경주시 남동쪽 21km 지역,지도,-
743,2016-10-25 3:23,2,15,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
742,2016-10-24 9:02,2.2,7,,37.25 N,127.02 E,경기 수원시 권선구 동쪽 4km 지역,지도,-
741,2016-10-23 3:00,2.7,14,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
740,2016-10-21 12:47,2.6,12,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역,지도,-
739,2016-10-21 10:13,2.2,14,,36.46 N,126.87 E,충남 청양군 동쪽 6km 지역,지도,-
738,2016-10-20 12:17,2.4,15,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
737,2016-10-15 23:49,2.2,12,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
736,2016-10-15 18:55,2.5,16,,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역,지도,-
735,2016-10-14 8:20,2.3,15,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
734,2016-10-12 0:29,2.9,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
733,2016-10-10 22:59,3.3,17,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
732,2016-10-09 14:03,2.2,11,,35.08 N,126.93 E,광주 동구 남쪽 7km 지역,지도,-
731,2016-10-07 17:17,2.2,16,,35.77 N,129.23 E,경북 경주시 남쪽 10km 지역,지도,-
730,2016-10-05 23:29,2.3,35,,38.76 N,125.62 E,북한 황해북도 송림시 북북서쪽 3km 지역,지도,-
729,2016-10-04 15:16,2.6,15,,35.76 N,129.19 E,경북 경주시 남남서쪽9km 지역,지도,-
728,2016-10-02 20:53,3,18,,35.75 N,129.19 E,경북 경주시 남남서쪽10km 지역,지도,-
727,2016-10-01 17:00,2.3,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
726,2016-10-01 13:04,2,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
725,2016-09-30 21:52,2.2,15,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
724,2016-09-30 18:06,2.3,16,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역,지도,-
723,2016-09-30 16:24,2,17,,35.77 N,129.16 E,경북 경주시 남남서쪽 9km 지역,지도,-
722,2016-09-30 11:09,2.1,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
721,2016-09-28 21:10,2.7,15,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
720,2016-09-28 19:00,2.6,-,,38.74 N,125.73 E,북한 황해북도 송림시 동쪽 8km 지역,지도,-
719,2016-09-28 18:54,2.8,-,,38.74 N,125.69 E,북한 황해북도 송림시 동쪽 5km 지역,지도,-
718,2016-09-28 16:34,3.1,13,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
717,2016-09-24 19:56,2.5,15,,35.79 N,129.19 E,경북 경주시 남남서쪽 6km 지역,지도,-
716,2016-09-23 18:21,2.1,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
715,2016-09-22 3:22,2.1,14,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
714,2016-09-22 0:01,2.3,16,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
713,2016-09-21 11:53,3.5,18,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
712,2016-09-21 11:36,2.2,16,,35.78 N,129.15 E,경북 경주시 남서쪽 9km 지역,지도,-
711,2016-09-21 3:36,2.9,14,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
710,2016-09-21 0:59,2.1,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
709,2016-09-20 20:03,2.1,17,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
708,2016-09-20 15:05,2.5,-,,38.36 N,128.09 E,북한 강원도 양구군 북북동쪽 29km 지역,지도,-
707,2016-09-20 9:58,2.4,19,,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역,지도,-
706,2016-09-19 21:00,2.1,18,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역,지도,-
705,2016-09-19 20:33,4.5,14,,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역,지도,-
704,2016-09-19 9:17,2.1,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
703,2016-09-18 22:38,2,14,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
702,2016-09-18 16:27,2.4,16,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
701,2016-09-17 16:21,2.1,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
700,2016-09-17 7:12,2.1,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
699,2016-09-16 21:14,2.2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
698,2016-09-16 19:54,2.1,13,,35.74 N,129.17 E,경북 경주시 남남서쪽 12km 지역,지도,-
697,2016-09-16 19:15,2,16,,35.76 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
696,2016-09-16 18:58,2,19,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
695,2016-09-16 15:13,2.3,16,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
694,2016-09-16 5:31,2.2,18,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역,지도,-
693,2016-09-15 20:48,2.6,19,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
692,2016-09-15 19:47,2.2,20,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
691,2016-09-15 3:22,2.7,18,,35.76 N,129.18 E,경북 경주시 남쪽 9km 지역,지도,-
690,2016-09-14 22:31,2.4,18,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
689,2016-09-14 17:27,2.3,18,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
688,2016-09-14 16:47,2.1,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
687,2016-09-14 12:38,2.2,18,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역,지도,-
686,2016-09-14 11:57,2.4,15,,33.93 N,126.62 E,전남 완도군 남남서쪽 44km 해역,지도,-
685,2016-09-14 4:43,2.1,17,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
684,2016-09-14 3:55,2.4,19,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
683,2016-09-14 1:37,2.1,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
682,2016-09-14 0:48,3,13,,35.75 N,129.18 E,경북 경주시 남남서쪽 11km 지역,지도,-
681,2016-09-13 23:08,2.3,14,,35.73 N,129.36 E,경북 경주시 남동쪽 18km 지역,지도,-
680,2016-09-13 21:49,2.1,16,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
679,2016-09-13 18:54,2.1,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
678,2016-09-13 17:15,2,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
677,2016-09-13 16:52,2.5,19,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
676,2016-09-13 16:21,2,18,,35.75 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
675,2016-09-13 16:02,2.5,17,,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역,지도,-
674,2016-09-13 14:41,2.1,16,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
673,2016-09-13 14:31,3,14,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
672,2016-09-13 13:18,2.1,16,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
671,2016-09-13 13:16,2.4,16,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
670,2016-09-13 13:09,2.3,16,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
669,2016-09-13 12:33,2,18,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역,지도,-
668,2016-09-13 12:27,2.2,18,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역,지도,-
667,2016-09-13 10:58,2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
666,2016-09-13 10:44,2.2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
665,2016-09-13 10:05,2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
664,2016-09-13 10:01,2.3,18,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역,지도,-
663,2016-09-13 9:23,2.3,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
662,2016-09-13 8:47,2.3,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
661,2016-09-13 8:24,3.2,14,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
660,2016-09-13 7:47,2.4,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
659,2016-09-13 7:03,2.1,18,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
658,2016-09-13 6:48,2,16,,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역,지도,-
657,2016-09-13 6:15,2.3,19,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
656,2016-09-13 5:15,2,16,,35.77 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
655,2016-09-13 4:56,2,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
654,2016-09-13 4:41,2.1,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
653,2016-09-13 4:13,2.1,16,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역,지도,-
652,2016-09-13 3:11,2.1,17,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역,지도,-
651,2016-09-13 2:09,2,17,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
650,2016-09-13 2:03,2.2,14,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역,지도,-
649,2016-09-13 2:03,2.1,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
648,2016-09-13 1:58,2.5,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
647,2016-09-13 1:37,2.2,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
646,2016-09-13 1:35,2.3,17,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역,지도,-
645,2016-09-13 1:31,2,16,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
644,2016-09-13 1:23,2.2,17,,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역,지도,-
643,2016-09-13 1:03,2,17,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
642,2016-09-13 0:45,2.2,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
641,2016-09-13 0:37,3.1,19,,35.78 N,129.21 E,경북 경주시 남쪽 6km 지역,지도,-
640,2016-09-13 0:32,2.1,16,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
639,2016-09-13 0:21,2.5,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
638,2016-09-13 0:15,2,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
637,2016-09-13 0:10,2,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
636,2016-09-13 0:07,2.2,16,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
635,2016-09-12 23:53,2.2,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
634,2016-09-12 23:52,3.1,18,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
633,2016-09-12 23:18,3,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 8km 지역,지도,-
632,2016-09-12 22:47,2.1,13,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
631,2016-09-12 22:23,2.4,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
630,2016-09-12 22:22,2.2,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
629,2016-09-12 22:18,2,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
628,2016-09-12 22:17,2.5,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
627,2016-09-12 22:13,2.4,17,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
626,2016-09-12 22:08,2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
625,2016-09-12 22:06,2.1,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
624,2016-09-12 21:54,2.1,12,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
623,2016-09-12 21:54,2.2,16,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역,지도,-
622,2016-09-12 21:38,2.6,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
621,2016-09-12 21:33,2.3,17,,35.76 N,129.02 E,경북 경주시 서남서쪽 20km 지역,지도,-
620,2016-09-12 21:20,2.8,19,,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역,지도,-
619,2016-09-12 21:16,2.1,13,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
618,2016-09-12 21:09,2.2,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
617,2016-09-12 21:07,2,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
616,2016-09-12 21:00,2.5,18,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
615,2016-09-12 20:58,2.1,16,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역,지도,-
614,2016-09-12 20:55,2,11,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
613,2016-09-12 20:51,2.6,16,,35.75 N,129.16 E,경북 경주시 남남서쪽 11km 지역,지도,-
612,2016-09-12 20:47,2.9,16,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
611,2016-09-12 20:47,2.2,14,,35.81 N,129.23 E,경북 경주시 남남동쪽 3km 지역,지도,-
610,2016-09-12 20:46,2.4,16,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
609,2016-09-12 20:45,2.7,14,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
608,2016-09-12 20:45,2.3,15,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
607,2016-09-12 20:44,2.5,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
606,2016-09-12 20:43,2.4,13,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
605,2016-09-12 20:42,2.5,13,,35.79 N,129.20 E,경북 경주시 남남서쪽 5km 지역,지도,-
604,2016-09-12 20:40,3,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
603,2016-09-12 20:39,3,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
602,2016-09-12 20:38,3,15,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
601,2016-09-12 20:36,3.4,13,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역,지도,-
600,2016-09-12 20:34,3.6,12,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역,지도,-
599,2016-09-12 20:32,5.8,15,,35.76 N,129.19 E,경북 경주시 남남서쪽 8.7km 지역,지도,-
598,2016-09-12 20:26,2.5,17,,35.77 N,129.20 E,경북 경주시 남쪽 8km 지역,지도,-
597,2016-09-12 20:17,2.3,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
596,2016-09-12 20:10,3.1,18,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
595,2016-09-12 20:09,2.7,13,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역,지도,-
594,2016-09-12 20:08,2.7,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
593,2016-09-12 20:07,2.6,21,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
592,2016-09-12 20:04,2.5,20,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
591,2016-09-12 20:00,2.4,19,,35.78 N,129.16 E,경북 경주시 남서쪽 8km 지역,지도,-
590,2016-09-12 19:55,2.4,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역,지도,-
589,2016-09-12 19:53,2.1,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
588,2016-09-12 19:50,2.2,13,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역,지도,-
587,2016-09-12 19:48,3.1,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역,지도,-
586,2016-09-12 19:46,2.2,14,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,지도,-
585,2016-09-12 19:45,2.4,12,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역,지도,-
584,2016-09-12 19:44,5.1,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8.2km 지역,지도,-
583,2016-08-30 0:39,2.6,18,,35.55 N,128.03 E,경남 합천군 서쪽 13km 지역,지도,-
582,2016-08-28 23:27,2.1,7,,35.65 N,127.48 E,전북 장수군 서쪽 4km 지역,지도,-
581,2016-08-28 21:27,2.4,14,,38.65 N,127.16 E,북한 강원도 평강 북북서쪽 29km 지역,지도,-
