"국외 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,
number,origin_time,magnitude,depth,latitude,longitude,location,map
905,2014-12-20 18:30,5.8,,37.40 N,141.60 E,일본 후쿠시마현 후쿠시마 동남동쪽 107km 해역,-
904,2014-12-11 6:03,6.8,,25.70 N,122.17 E,대만 타이베이 북동쪽 104km 해역,-
903,2014-12-06 1:02,5.1,,35.50 N,135.70 E,일본 교토부(혼슈) 교토 북쪽 55km 지역,-
902,2014-11-26 23:33,7,,1.90 N,126.60 E,인도네시아 테르나테 북서쪽 150km 해역,-
901,2014-11-22 22:08,6.8,,36.70 N,137.90 E,일본 혼슈 나가노현 나가노 서북서쪽 27km 지역,-
900,2014-11-15 11:31,7.3,,1.94 N,126.65 E,인도네시아 테르나테 북북서쪽 150km 해역,-
899,2014-10-22 9:15,5.5,,27.40 N,128.70 E,일본 오키나와현 오키나와 북동쪽 166km 해역,-
898,2014-10-16 8:53,5.9,,32.10 N,140.70 E,일본 가나가와현 요코하마 남남동쪽 384km 해역,-
897,2014-10-14 12:51,7.4,,12.61 N,88.07 W,엘살바도르 인티푸카 남쪽 64km 해역,-
896,2014-10-11 14:20,5.6,,40.90 N,143.20 E,일본 혼슈 아오모리현 아오모리 동쪽 206km 해역,-
895,2014-10-11 11:36,6.1,,41.00 N,143.20 E,일본 혼슈 아오모리현 아오모리 동쪽 207km 해역,-
894,2014-10-07 22:49,6,,23.41 N,100.52 E,중국 린창시 남동쪽 70km 지역,-
893,2014-10-03 9:57,5.5,,40.20 N,142.60 E,일본 혼슈 이와테현 모리오카 동북동쪽 135km 해역,-
892,2014-09-26 2:51,6.2,,61.97 N,151.79 W,미국 알래스카 앵커리지 북서쪽 130km 지역,-
891,2014-09-24 20:16,6.2,,23.85 S,66.55 W,아르헨티나 산살바도르 서북서쪽 133km 지역,-
890,2014-09-17 15:14,7.1,,13.74 N,144.54 E,괌 하갓냐 북서쪽 37km 해역,-
889,2014-09-16 12:28,5.6,,36.10 N,139.90 E,일본 도쿄 북동쪽 50km 지역,-
888,2014-09-03 16:24,5.2,,36.90 N,139.50 E,일본 혼슈 도치기현 우쓰노미야 북서쪽 51km 지역,-
887,2014-08-29 4:14,6.1,,32.10 N,132.20 E,일본 규슈 미야자키현 미야자키 동북동쪽 77km 해역,-
886,2014-08-25 8:21,6.8,,15.04 S,74.03 W,페루 나즈카 동남동쪽 101km 지역,-
885,2014-08-24 19:20,6,,38.21 N,122.32 W,미국 샌프란시스코 북북동쪽 50km 지역,-
884,2014-08-24 7:32,6.6,,32.70 S,71.39 W,칠레 산티아고 북서쪽 108km 지역,-
883,2014-08-18 14:25,6,,32.65 N,47.75 E,이란 압다난 남동쪽 48km 지역,-
882,2014-08-18 11:32,6.2,,32.74 N,47.67 E,이란 압다난 남동쪽 36km 지역,-
881,2014-08-10 12:43,6.1,,41.10 N,142.30 E,일본 혼슈 아오모리현 아오모리 동북동쪽 134km 해역,-
880,2014-08-03 17:30,6.1,,27.25 N,103.43 E,중국 웬핑 서북서쪽 11km 지역,-
879,2014-08-03 9:21,7.2,,0.90 N,146.20 E,파푸아뉴기니 로렌가우 북북서쪽 334km 해역,-
878,2014-07-29 19:46,6.3,,17.84 N,95.52 W,멕시코 아카유칸 서쪽 65km 지역,-
877,2014-07-21 3:33,6.2,,44.70 N,148.30 E,일본 홋카이도 구시로 동북동쪽 368km 해역,-
876,2014-07-12 4:22,6.8,,37.00 N,142.60 E,일본 혼슈 이바라키현 미토 동북동쪽 203km 해역,-
875,2014-07-08 18:05,5.8,,42.70 N,141.30 E,일본 홋카이도 삿포로 남쪽 40km 지역,-
874,2014-07-07 20:23,7.1,,14.80 N,92.60 W,멕시코 마자탄 서남서쪽 17km 해역,-
873,2014-07-05 7:42,5.8,,39.70 N,142.20 E,일본 후쿠시마현 후쿠시마 북동쪽 263km 해역,-
872,2014-07-01 4:56,6.1,,28.50 N,139.50 E,일본 도쿄 남쪽 800km 해역,-
871,2014-06-29 16:52,7.1,,55.56 S,28.57 W,아르헨티나 우수아이아 동남동쪽 2497km 해역,-
870,2014-06-29 14:56,6.2,,24.60 N,142.20 E,일본 이오지마 동남동쪽 91km 해역,-
869,2014-06-24 5:53,8,,51.80 N,178.76 E,알라스카 리틀 시트킨섬 남동쪽 24km 해역,-
868,2014-06-24 4:19,7.2,,30.10 S,177.00 W,뉴질랜드 라울섬 남동쪽 126km 해역,-
867,2014-06-16 21:01,6.1,,37.70 N,162.00 W,알라스카 노아턱 동북동쪽 31km 지역,-
866,2014-06-16 5:14,5.8,,37.10 N,141.20 E,일본 후쿠시마현 후쿠시마 남동쪽 98km 해역,-
865,2014-06-16 3:19,5.6,,36.60 N,141.90 E,일본 이바라키현 미토 동쪽 130km 해역,-
864,2014-06-15 2:31,5.5,,39.40 N,141.10 E,일본 이와테현 모리오카 남쪽 34km 지역,-
863,2014-06-08 14:24,5.2,,39.10 N,141.80 E,일본 이와테현 모리오카 남동쪽 87km 지역,-
862,2014-06-07 13:43,6,,67.88 N,162.38 W,알라스카 노아턱 북동쪽 42km 지역,-
861,2014-05-30 10:20,5.9,,24.98 N,97.87 E,중국 잉장현 북북서쪽 35km 지역,-
860,2014-05-21 9:21,5.9,,23.74 N,121.45 E,대만 화롄 남남서쪽 33km 지역,-
859,2014-05-10 16:36,6,,17.26 N,100.75 W,멕시코 테크판 데 갈레아나 서쪽 14km 지역,-
858,2014-05-09 2:00,6.8,,17.20 N,100.80 W,멕시코 테크판 데 갈레아나 서남서쪽 13km 지역,-
857,2014-05-05 20:08,6,,19.70 N,99.68 E,태국 치앙라이 남서쪽 27km 지역,-
856,2014-05-05 5:18,6.2,,35.00 N,139.40 E,일본 도쿄 남남서쪽 80km 해역,-
855,2014-04-19 22:28,7.8,,6.70 S,155.00 E,파푸아뉴기니 팡구나 남서쪽 68km 해역,-
854,2014-04-18 23:27,7.5,,17.55 N,100.90 W,멕시코 아카풀코 북서쪽 130km 지역,-
853,2014-04-13 21:36,7.7,,11.48 S,162.06 E,솔로몬제도 키라키라 남쪽 114km 해역,-
852,2014-04-13 5:14,8.3,,11.34 S,162.34 E,솔로몬제도 키라키라 남남동쪽 108km 해역,-
851,2014-04-12 5:29,6.6,,11.60 N,86.10 W,니카라과 난다이메 남남서쪽 18km 지역,-
850,2014-04-11 16:07,7.3,,6.60 S,155.10 E,파푸아뉴기니 팡구나 남서쪽 52km 해역,-
849,2014-04-11 8:27,6.1,,12.54 N,86.47 W,니카라과 라레이나가 남동쪽 18km 지역,-
848,2014-04-03 11:43,7.6,,20.50 S,70.40 W,칠레 이키케 남쪽 19km 지역,-
847,2014-04-03 8:22,5.3,,39.20 N,141.80 E,일본 이와테현 모리오카 남동쪽 79km 지역,-
846,2014-04-02 8:46,8,,19.80 S,70.80 W,칠레 이키케 북서쪽 83km 해역,-
845,2014-03-19 21:19,5.6,,24.05 N,122.27 E,대만 타이베이 남동쪽 133km 해역,-
844,2014-03-17 6:16,7,,19.84 S,70.57 W,칠레 이퀴크 북서쪽 61km 해역,-
843,2014-03-15 17:59,6.2,,14.06 S,76.23 W,페루 파라카스 남남동쪽 21km 지역,-
842,2014-03-14 2:07,6.1,,33.70 N,131.90 E,일본 규슈 오이타현 북북동쪽 58km 해역,-
841,2014-03-03 5:11,6.6,,27.40 N,127.40 E,일본 오키나와현 오키나와 북북서쪽 125km 해역,-
840,2014-02-12 18:19,6.8,,35.92 N,82.56 E,중국 호탄 동남동쪽 269km 지역,-
839,2014-02-06 2:32,5.6,,38.60 N,142.40 E,일본 미야기현 센다이 북동쪽 138km 해역,-
838,2014-01-26 22:55,6,,38.21 N,20.43 E,그리스 아테네 서쪽 289km 지역(케팔로니아 섬),-
837,2014-01-20 11:52,6.3,,40.65 S,175.86 E,뉴질랜드 웰링턴 북동쪽 115km 지역,-
836,2014-01-09 3:15,5.6,,24.60 N,123.50 E,일본 오키나와 이시가키 북서쪽 70km 해역,-
835,2014-01-07 3:49,6.1,,25.36 N,123.19 E,대만 타이베이 동북동쪽 176km 해역,-
834,2013-12-31 10:03,5.4,,36.70 N,140.70 E,일본 이바라키현 미토 북북동쪽 42km 지역,-
833,2013-12-23 18:25,5.8,,35.70 N,142.30 E,일본 이바라키현 미토 동남동쪽 180km 해역,-
832,2013-12-23 15:57,5.7,,35.70 N,142.20 E,일본 이바라키현 미토 동남동쪽 172km 해역,-
831,2013-12-21 1:10,5.3,,36.00 N,140.20 E,일본 도쿄 북동쪽 57km 지역,-
830,2013-12-16 14:04,5.1,,31.10 N,110.40 E,중국 후베이성 이창시 서북서쪽 97km 지역,-
829,2013-12-14 13:06,5.5,,35.60 N,140.80 E,일본 혼슈 지바현 지바 동쪽 63km 해역,-
828,2013-12-03 18:17,5.5,,36.60 N,141.60 E,일본 혼슈 이바라키현 미토 동북동쪽 104km 해역,-
827,2013-11-23 7:04,5.5,,44.57 N,124.00 E,중국 길림성 창춘시 북서쪽 135km 지역,-
826,2013-11-22 17:18,5.3,,44.70 N,124.10 E,중국 길림성 창춘시 북서쪽 138km 지역,-
825,2013-11-19 4:11,5.7,,34.40 N,137.10 E,일본 혼슈 아이치현 나고야 남쪽 89km 해역,-
824,2013-11-17 18:04,7.8,,60.10 S,46.00 W,아르헨티나 우수아이아 동남동쪽 1453km 해역,-
823,2013-11-16 20:44,5.4,,35.60 N,140.20 E,일본 혼슈 지바현 지바 동쪽 9km 지역,-
822,2013-11-10 7:38,5.5,,36.00 N,140.10 E,일본 혼슈 지바현 지바 북쪽 44km 지역,-
821,2013-11-03 14:25,5,,36.00 N,140.20 E,일본 혼슈 지바현 지바 북쪽 45km 지역,-
820,2013-10-31 21:02,6.3,,23.55 N,121.42 E,대만 화롄 남남서쪽 53km 지역,-
819,2013-10-31 12:03,5.4,,44.64 N,124.08 E,중국 지린성 북서쪽 135km 지역,-
818,2013-10-30 5:17,5.1,,43.19 N,130.98 E,중국 연변 동북동쪽 125km 지역,-
817,2013-10-27 21:39,4,,32.48 N,125.56 E,중국 상해 동북동쪽 410km 해역,-
816,2013-10-26 2:10,6.8,,37.20 N,144.60 E,일본 도쿄 동북동쪽 474km 해역,-
815,2013-10-16 19:31,7.1,,6.60 N,154.90 E,파푸아뉴기니 팡구나 서남서쪽 71km 해역,-
814,2013-10-15 9:12,7.2,,9.76 N,124.17 E,필리핀 타그빌라란 북동쪽 33km 지역,-
813,2013-09-28 16:34,6.8,,27.26 N,65.59 E,파키스탄 아와란 북북동쪽 96km 지역,-
812,2013-09-24 20:29,7.4,,27.03 N,65.52 E,파키스탄 아와란 북북동쪽 69km 지역,-
811,2013-09-20 2:25,5.8,,37.10 N,140.70 E,일본 혼슈 후쿠시마현 후쿠시마 남남동쪽 76km 지역,-
810,2013-09-04 9:19,6.9,,29.80 N,139.00 E,일본 도쿄 남쪽 654km 해역,-
809,2013-09-02 11:52,5.8,,42.30 N,133.90 E,러시아 블라디보스토크 남동쪽 188km 해역,-
808,2013-08-31 1:25,7,,51.71 N,175.37 E,알래스카 아닥 동남동쪽 91km 해역,-
807,2013-08-21 21:38,6.1,,17.01 N,99.36 W,멕시코 멕시코시티 남쪽 268km 지역,-
806,2013-08-16 11:31,6.8,,41.80 S,174.20 E,뉴질랜드 블레넘 남남동쪽 37km 지역,-
805,2013-08-04 12:29,6,,38.10 N,141.80 E,일본 혼슈 미야기현 센다이 동남동쪽 83km 해역,-
804,2013-07-27 10:09,5.6,,32.98 N,141.65 E,일본 도쿄 남남동쪽 350km 해역,-
803,2013-07-23 12:02,5.2,,37.10 N,140.70 E,일본 혼슈 후쿠시마현 후쿠시마 남남동쪽 76km 지역,-
802,2013-07-20 15:06,5.6,,36.30 N,141.90 E,일본 혼슈 이바라키현 미토 동쪽 128km 해역,-
801,2013-07-15 23:03,7.2,,60.60 S,25.40 W,칠레 푼타 아레나스 남동쪽 2832km 해역,-
800,2013-07-10 14:22,5,,39.60 N,141.60 E,일본 혼슈 이와테현 동남동쪽 40km 지역,-
799,2013-07-08 5:30,6.8,,6.02 S,149.75 E,파푸아뉴기니 칸드리안 북동쪽 30km 지역,-
798,2013-07-08 3:35,7.3,,3.84 S,154.04 E,파푸아뉴기니 타론 동북동쪽 131km 해역,-
797,2013-07-02 16:37,6.1,,4.70 N,96.69 E,인도네시아 반다아체 남동쪽 179km 지역,-
796,2013-06-29 8:52,5.7,,23.90 N,122.20 E,대만 타이베이 남남동쪽 143km 해역,-
795,2013-06-13 22:24,5.7,,26.40 N,129.00 E,일본 오키나와현 오키나와 동쪽 133km 해역,-
794,2013-06-08 1:38,5.8,,24.00 N,122.60 E,일본 오키나와 이시가키시 서남서쪽 160km 해역,-
793,2013-06-02 14:43,6.3,,23.87 N,121.00 E,대만 타이베이 남남서쪽 135km 지역,-
792,2013-05-26 15:08,6,,40.01 N,67.33 E,우즈베키스탄 지자흐 서남서쪽 45km 지역,-
791,2013-05-24 14:44,8.2,,54.70 N,153.40 E,러시아 캄차카반도 북서쪽 390km 해역,-
790,2013-05-24 2:19,7.4,,23.10 S,176.60 W,통가 누쿠알로파 남남서쪽 261km 해역,-
789,2013-05-21 17:26,5.9,,23.20 N,123.80 E,대만 타이페이 남동쪽 309km 해역,-
788,2013-05-18 14:48,5.9,,37.70 N,141.60 E,일본 혼슈 미야기현 센다이 남동쪽 90km 해역,-
787,2013-05-14 9:32,7,,18.80 N,145.40 E,북마리아나제도 아그리한 서쪽 28km 해역,-
786,2013-05-11 11:08,6.2,,26.78 N,57.84 E,이란 미납 동남동쪽 85km 지역,-
785,2013-05-02 8:13,5.7,,34.80 N,141.66 E,일본 혼슈 지바현 지바 동남동쪽 167km 해역,-
784,2013-04-29 22:01,5.7,,35.80 N,141.30 E,일본 혼슈 이바라키현 미토 남동쪽 97km 해역,-
783,2013-04-22 18:11,5,,42.87 N,122.28 E,중국 랴오닝성 선양시 북서쪽 150km 지역,-
782,2013-04-21 12:23,6.7,,29.90 N,139.60 E,일본 도쿄 남쪽 643km 해역,-
781,2013-04-20 9:02,6.9,,30.31 N,102.93 E,중국 쓰촨성 낙산현 북서쪽 111km 지역,-
780,2013-04-19 12:05,7,,46.20 N,150.90 E,러시아 쿠릴열도 쿠릴스크 동북동쪽 258km 해역,-
779,2013-04-18 23:08,5.9,,25.10 N,123.50 E,일본 오키나와 이시가키 북서쪽 107km 해역,-
778,2013-04-17 21:03,5.8,,38.50 N,141.60 E,일본 혼슈 미야기현 센다이 동북동쪽 69km 해역,-
777,2013-04-17 17:57,6.2,,34.10 N,139.40 E,일본 혼슈 시즈오카현 시즈오카 남동쪽 135km 해역,-
776,2013-04-17 16:26,5.5,,25.00 N,123.20 E,일본 오키나와 이시가키 북서쪽 120km 해역,-
775,2013-04-17 15:50,5.7,,25.00 N,123.10 E,일본 오키나와 이시가키 북서쪽 100km 해역,-
774,2013-04-17 7:55,6.8,,3.18 S,142.51 E,파푸아뉴기니 아이타페 동남동쪽 18km 해안,-
773,2013-04-16 19:44,7.8,,28.06 N,62.08 E,이란 자헤단 남동쪽 201km 지역,-
772,2013-04-13 5:33,6,,34.40 N,134.80 E,일본 와카야마현 와카야마 서북서쪽 39km 지역,-
771,2013-04-09 20:52,6.3,,28.50 N,51.59 E,이란 반다르 부시에르 남동쪽 89km 지역,-
770,2013-04-06 13:42,7.1,,3.53 S,138.46 E,인도네시아 자야푸라 남서쪽 274km 지역,-
769,2013-04-06 9:29,5.6,,42.75 N,131.04 E,러시아 자루비노 북쪽 12km 지역,-
768,2013-04-05 22:00,6.2,,42.71 N,131.10 E,러시아 자루비노 북쪽 9km 지역,-
767,2013-04-02 11:09,5.6,,39.50 N,143.60 E,일본 혼슈 이와테현 모리오카 동쪽 211km 해역,-
766,2013-04-02 3:53,6.1,,39.50 N,143.60 E,일본 혼슈 이와테현 모리오카 동쪽 211km 해역,-
765,2013-03-27 11:03,6,,23.84 N,121.14 E,대만 화련 서남서쪽 48km 지역,-
764,2013-03-26 8:02,6.2,,14.60 N,90.43 W,과테말라 산 호세 피눌라 북북서쪽 6km 지역,-
763,2013-03-07 12:36,5.6,,24.27 N,121.43 E,대만 화련 북북서쪽 37km 지역,-
762,2013-03-01 12:29,5.5,,21.77 N,144.04 E,일본 이오지마 남동쪽 436km 해역,-
761,2013-02-25 16:23,6.2,,36.90 N,139.40 E,일본 혼슈 도치기현 우쓰노미야 북서쪽 58km 지역,-
760,2013-02-19 21:27,5.8,,35.30 N,141.20 E,일본 혼슈 지바현 동남동쪽 105km 해역,-
759,2013-02-14 22:13,6.9,,67.68 N,142.49 E,러시아 베르호얀스크 동쪽 384km 지역,-
758,2013-02-09 23:16,7,,1.14 N,77.36 W,콜롬비아 파스토 남서쪽 11km 지역,-
757,2013-02-09 0:26,7,,10.91 S,165.96 E,솔로몬제도 키라키라 동쪽 443km 해역,-
756,2013-02-08 20:12,7.1,,10.95 S,165.94 E,솔로몬제도 키라키라 동쪽 441km 해역,-
755,2013-02-06 10:12,8,,10.75 S,165.09 E,솔로몬제도 키라키라 동쪽 347km 해역,-
754,2013-02-02 23:17,6.4,,42.70 N,143.30 E,일본 훗카이도 구시로 서남서쪽 94km 지역,-
753,2013-01-31 5:15,6.7,,28.08 S,70.73 W,칠레 코피아포 남남서쪽 90km 지역,-
752,2013-01-29 1:38,6,,42.60 N,79.70 E,카자흐스탄 알마티 동남동쪽 238km 지역,-
751,2013-01-23 13:18,5.1,,41.50 N,123.20 E,중국 랴오닝성 선양시 남서쪽 40km 지역,-
750,2013-01-07 15:49,5.6,,24.38 N,122.96 E,대만 타이베이 동남동쪽 164km 해역,-
749,2013-01-05 17:58,7.7,,55.29 N,134.73 W,미국 알래스카 크레이그 서쪽 102km 해역,-
748,2012-12-11 1:53,7.1,,6.53 S,129.83 E,인도네시아 사움라키 북서쪽 236km 해역,-
747,2012-12-08 3:19,6.3,,38.47 S,176.10 E,뉴질랜드 로터루아 남서쪽 32km 지역,-
746,2012-12-07 17:18,7.3,,37.80 N,144.20 E,일본 미야기현(혼슈) 센다이 동쪽 296km 해역,-
745,2012-11-16 17:26,5.5,,35.40 N,141.30 E,일본 지바현(혼슈) 지바 동남동쪽 114km 해역,-
744,2012-11-15 4:02,6.1,,29.12 S,71.19 W,칠레 바에나르 남서쪽 82km 지역,-
743,2012-11-12 20:16,5.8,,29.60 N,138.40 E,일본 미에현(혼슈) 시즈오카 남남동쪽 596km 해역,-
742,2012-11-11 10:12,6.8,,23.01 N,95.89 E,미얀마 만달레이 북쪽 116km 지역,-
741,2012-11-09 12:52,5.5,,36.90 N,141.40 E,일본 이바라키현(혼슈) 미토 북동쪽 102km 해역,-
740,2012-11-08 1:35,7.4,,13.96 N,91.85 W,과테말라 레탈룰레우 남남서쪽 56km 해역,-
739,2012-10-28 12:04,7.8,,52.79 N,132.10 W,캐나다 프린스루퍼트 남서쪽 194km 지역,-
738,2012-10-25 19:32,5.6,,38.30 N,141.90 E,일본 미야기현(혼슈) 센다이 동쪽 90km 해역,-
737,2012-10-24 9:45,6.5,,10.09 N,85.30 W,코스타리카 라이베리아 남쪽 62km 지역,-
736,2012-10-23 17:54,5.8,,29.10 N,140.00 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 671km 해역,-
735,2012-10-12 13:57,5,,35.90 N,140.60 E,일본 이바라키현(혼슈) 미토 남남동쪽 53km 지역,-
734,2012-10-06 1:19,5,,40.00 N,140.60 E,일본 아키타현(혼슈) 아키타 북동쪽 53km 지역,-
733,2012-10-02 7:22,6.3,,39.80 N,143.40 E,일본 이와테현(혼슈) 모리오카 동쪽 192km 해역,-
732,2012-10-01 1:31,7.3,,1.93 N,76.60 W,콜롬비아 포파얀 남쪽 50km 지역,-
731,2012-09-14 2:22,5.1,,35.90 N,140.60 E,일본 이바라키현(혼슈) 미토 남동쪽 53km 지역,-
730,2012-09-05 23:42,7.6,,10.09 N,85.32 W,코스타리카 라이베리아 남남동쪽 60km 지역,-
729,2012-08-31 21:47,7.9,,10.90 N,127.06 E,필리핀 사마르섬 구이우안 동쪽 146km 해역,-
728,2012-08-30 4:05,5.7,,38.40 N,141.90 E,일본 미야기현(혼슈) 센다이 동쪽 91km 해역,-
727,2012-08-27 13:37,7.3,,12.14 N,88.59 W,엘살바드로 우루스탄 남쪽 73km 해역,-
726,2012-08-25 23:16,5.9,,42.30 N,143.10 E,일본 훗카이도 구시로 남서쪽 129km 지역,-
725,2012-08-22 10:33,5.2,,42.30 N,143.10 E,일본 홋카이도 구시로 남서쪽 129km 지역,-
724,2012-08-20 20:42,5.1,,36.00 N,140.50 E,일본 이바라키현(혼슈) 미토 남쪽 41km 지역,-
723,2012-08-20 7:41,6.2,,4.77 S,144.57 E,파푸아뉴기니 마운트하겐 북북동쪽 115km 지역,-
722,2012-08-18 18:41,6.3,,1.32 S,120.10 E,인도네시아 팔루 남남동쪽 56km 지역,-
721,2012-08-14 11:59,7.7,,49.80 N,145.06 E,러시아 사할린주 포로나이스크 동북동쪽 158km 해역,-
720,2012-08-12 19:47,6.2,,35.66 N,82.52 E,중국 신장 호탄 동남동쪽 282km 지역,-
719,2012-08-11 21:34,6.2,,38.39 N,46.75 E,이란 타브리즈 북동쪽 48km 지역,-
718,2012-08-11 21:23,6.4,,38.33 N,46.83 E,이란 타브리즈 동북동쪽 60km 지역,-
717,2012-08-02 18:38,6.1,,8.41 S,74.26 W,페루 푸칼파 동쪽 34km 지역,-
716,2012-07-25 20:20,6.4,,9.69 S,159.73 E,솔로몬제도 호니아라 남서쪽 37km 지역,-
715,2012-07-22 13:42,5.1,,42.50 N,143.00 E,일본 훗카이도 구시로 서남서쪽 125km 지역,-
714,2012-07-10 12:49,5,,36.80 N,138.40 E,일본 나가노현(혼슈) 나가노 북동쪽 25km 지역,-
713,2012-06-30 6:07,6.3,,43.43 N,84.70 E,중국 신장 석하자 남서쪽 151km 지역,-
712,2012-06-24 12:15,6,,57.60 N,163.20 E,러시아 스타리이 북북동쪽 159km 지역,-
711,2012-06-18 5:32,6.1,,38.90 N,142.10 E,일본 이와테현(혼슈) 모리오카 남동쪽 121km 해역,-
710,2012-06-10 6:00,6.5,,24.47 N,122.39 E,대만 타이베이 동남동쪽 109km 해역,-
709,2012-06-08 1:03,6.1,,15.88 S,72.41 W,페루 아레키파 서남서쪽 119km 지역,-
708,2012-06-06 10:08,5.9,,22.39 N,121.43 E,대만 카오슝 동쪽 124km 해역,-
707,2012-06-06 4:31,6.3,,34.90 N,141.50 E,일본 지바현(혼슈) 지바 동남동쪽 149km 해역,-
706,2012-06-01 17:48,5.2,,36.10 N,139.90 E,일본 사이타마현(혼슈) 사이타마 북동쪽 35km 지역,-
705,2012-05-29 1:36,5.2,,35.80 N,140.10 E,일본 지바현(혼슈) 지바 북쪽 21km 지역,-
704,2012-05-28 14:07,6.7,,28.04 S,63.09 W,아르헨티나 산티아고 델아스데로 동남동쪽 116km 지역,-
703,2012-05-27 6:49,6.1,,27.20 N,141.10 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 902km 해역,-
702,2012-05-24 0:02,6,,41.30 N,142.10 E,일본 이오모리현 아오모리 동북동쪽 125km 해역,-
701,2012-05-20 16:20,6.2,,39.50 N,143.80 E,일본 이와테현(혼슈) 모리오카 동쪽 228km 해역,-
700,2012-05-20 4:05,5.8,,39.60 N,143.70 E,일본 이와테현(혼슈) 모리오카 동쪽 218km 해역,-
699,2012-04-30 0:02,5.6,,39.70 N,142.30 E,일본 이와테현 모리오카 동쪽 98km 해역,-
698,2012-04-29 19:28,5.8,,35.80 N,140.70 E,일본 지바현(혼슈) 지바 동북동쪽 58km 지역,-
697,2012-04-25 5:22,5.5,,35.70 N,140.90 E,일본 지바현(혼슈) 지바 동쪽 72km 해역,-
696,2012-04-17 16:13,6.8,,5.46 S,147.12 E,파푸아뉴기니 라애 북쪽 141km 해역,-
695,2012-04-13 19:10,5.9,,36.90 N,141.50 E,일본 이바라키현(혼슈) 미토 동북동쪽 109km 해역,-
694,2012-04-12 23:51,5.9,,37.40 N,141.80 E,일본 후쿠시마현(혼슈) 후쿠시마 동남동쪽 124km 해역,-
693,2012-04-12 20:20,5.5,,36.80 N,141.40 E,일본 이바라키현(혼슈) 미토 동북동쪽 96km 해역,-
692,2012-04-11 19:43,8.2,,0.80 N,92.46 E,인도네시아 수마트라 반다아체 남남서쪽 615km 해역,-
691,2012-04-11 17:38,8.6,,2.33 N,93.06 E,인도네시아 수마트라 반다아체 남서쪽 431km 해역,-
690,2012-04-09 6:43,5.5,,24.00 N,122.35 E,대만 타이베이 남동쪽 142km 해역,-
689,2012-04-01 23:04,5.9,,37.10 N,141.30 E,일본 후쿠시마 남동쪽 104km 해역,-
688,2012-03-27 20:00,6.4,,39.80 N,142.50 E,일본 이와테현(혼슈) 모리오카 동쪽 116km 해역,-
687,2012-03-26 7:37,7.1,,35.20 S,71.78 W,칠레 탈카 북북서쪽 32km 지역,-
686,2012-03-22 7:15,6.6,,6.24 S,145.96 E,파푸아뉴기니 고로카 동남동쪽 63km 지역,-
